distance_km,traffic_level,rain_mm,departure_min,vehicle_type,travel_time_min
7.72,6,4.7,83,1,40.7
8.06,8,0.0,148,0,42.7
8.12,5,0.0,180,0,42.1
8.29,6,0.0,166,0,43.2
8.4,8,7.9,140,1,48.5
7.75,5,3.5,174,0,42.6
7.8,7,5.3,180,0,51.7
7.69,5,0.0,132,0,40.6
7.94,5,0.0,89,0,35.4
8.12,7,3.7,172,1,46.6
8.25,3,0.0,164,0,37.0
7.98,4,9.6,52,1,36.2
7.92,3,0.0,174,1,29.9
8.04,5,0.0,104,0,41.6
7.79,4,4.1,97,0,36.9
8.52,6,0.0,100,0,45.2
7.6,8,0.0,97,1,38.3
8.05,7,0.0,125,1,47.3
8.51,5,2.3,133,1,47.5
8.0,10,0.0,113,1,49.0
7.95,6,0.0,111,1,42.3
7.91,5,0.0,152,1,36.0
7.95,8,3.0,30,1,40.5
8.34,7,2.7,175,0,51.7
7.45,7,0.0,150,0,44.0
8.38,3,0.0,149,1,29.9
7.64,5,0.0,112,0,38.7
7.93,8,0.0,177,1,41.1
7.89,6,1.8,30,0,39.3
8.15,7,0.0,50,1,42.4
7.6,6,0.0,160,1,43.4
8.12,8,0.0,153,0,48.3
8.51,4,0.0,89,1,38.8
7.66,6,0.0,135,0,40.0
8.05,2,0.0,127,1,35.4
7.83,7,3.8,127,0,43.9
8.11,7,0.0,135,0,42.3
8.0,1,0.0,180,1,28.2
7.84,7,0.0,179,0,43.1
8.12,5,1.3,179,1,41.0
8.45,2,0.0,129,0,38.2
7.95,5,0.3,96,1,36.0
8.18,3,0.3,131,1,34.1
7.68,5,2.3,139,0,36.6
7.76,5,0.0,95,0,38.5
8.12,7,0.0,140,1,47.2
8.37,7,0.0,139,0,49.7
8.09,6,0.0,171,0,40.3
7.92,1,3.2,83,0,30.1
8.0,9,0.0,148,0,59.5
7.69,7,0.0,116,1,41.4
8.15,1,0.0,62,1,31.0
8.22,8,1.3,96,1,48.6
7.89,3,0.0,45,1,26.3
7.88,6,0.0,96,1,40.0
8.07,5,0.0,48,1,35.2
7.89,5,1.0,173,1,43.7
7.98,8,0.0,56,0,50.1
8.52,5,0.0,161,0,39.6
7.94,2,0.0,171,0,44.7
7.91,9,2.3,119,0,50.0
7.84,9,0.0,44,0,47.6
8.19,7,2.4,135,1,35.4
7.95,5,0.0,82,0,41.4
7.84,2,0.0,71,0,24.7
8.33,8,0.0,132,0,47.0
8.35,2,0.0,102,0,31.7
7.85,2,0.0,152,0,35.0
7.53,6,0.0,135,0,41.6
8.25,3,0.0,163,0,38.9
7.83,1,0.0,46,0,31.9
8.2,5,0.0,82,1,32.9
7.51,3,13.6,132,1,38.9
8.22,3,4.6,168,0,37.4
7.7,2,0.0,161,1,27.7
8.18,3,0.0,146,1,39.2
8.0,7,0.6,133,0,40.9
7.76,8,1.6,140,0,44.7
7.9,5,5.4,78,1,44.9
8.17,6,0.0,135,0,42.3
8.03,1,0.0,122,0,30.7
8.15,2,0.0,107,0,34.2
8.49,4,0.0,169,0,36.5
7.61,6,0.0,163,0,39.3
8.4,7,0.0,50,0,41.1
8.03,6,0.0,179,0,46.8
7.78,5,0.0,81,1,36.9
7.67,2,0.0,79,1,26.1
7.95,7,0.0,175,1,42.1
8.23,5,4.6,115,0,45.1
7.97,7,5.7,160,0,41.4
8.38,6,0.0,91,0,42.8
7.64,7,11.5,167,0,53.7
8.0,9,0.0,163,0,46.9
7.69,9,0.0,126,0,49.8
8.09,6,3.2,149,0,44.9
8.22,6,0.0,177,0,49.5
7.89,4,0.0,116,1,32.4
7.35,9,0.0,122,0,48.6
8.05,5,0.0,151,1,33.2
8.11,2,0.0,107,1,30.1
8.1,5,0.0,177,0,44.0
8.31,2,0.0,41,1,26.8
7.73,6,5.9,109,1,44.7
8.17,6,0.0,150,0,45.9
8.3,4,0.0,113,1,35.4
7.56,2,0.0,87,1,27.1
8.08,9,2.7,111,0,40.7
7.87,7,1.3,168,1,40.9
7.98,8,2.1,129,0,51.0
8.09,5,0.0,99,1,35.4
7.88,7,0.0,145,1,42.8
7.83,5,0.0,137,0,38.3
8.01,3,0.0,131,1,28.3
7.73,2,0.0,108,1,31.2
7.73,4,2.3,49,1,29.3
8.17,3,0.0,138,1,32.4
7.71,10,4.3,112,1,50.3
8.17,1,0.0,113,1,26.0
8.12,5,3.2,82,1,42.4
7.57,5,0.0,85,1,40.4
7.83,4,0.5,158,0,36.0
8.3,6,0.0,120,0,40.2
7.75,3,2.5,57,0,32.9
7.88,7,0.0,42,0,44.8
8.12,4,0.0,80,1,35.0
8.2,6,0.0,121,0,44.6
7.94,7,0.0,138,0,48.3
7.85,8,0.0,65,0,41.5
8.36,8,8.6,114,1,50.6
8.43,6,0.0,49,0,40.9
8.24,5,6.8,40,0,43.2
8.02,6,0.0,166,0,46.7
7.8,7,0.0,143,0,43.7
7.79,8,0.0,157,0,44.7
8.13,2,5.4,72,1,29.0
8.1,5,0.0,97,0,44.4
8.35,7,0.0,115,1,41.6
8.16,5,0.0,143,0,36.6
7.62,4,0.0,128,0,40.8
8.26,5,0.0,130,1,32.4
7.75,6,0.0,68,0,35.0
7.9,10,0.0,119,0,49.4
8.06,5,0.0,162,0,39.4
8.5,3,2.5,124,1,36.0
8.7,3,0.0,76,0,29.9
8.15,1,9.4,111,1,34.5
7.95,6,0.0,154,0,46.5
8.13,6,0.0,63,0,37.5
8.22,3,0.0,133,1,32.0
7.92,7,0.0,177,1,40.1
8.45,7,0.0,106,1,42.7
8.06,4,0.0,42,1,29.0
8.12,4,0.0,140,0,34.7
8.17,10,0.0,43,1,45.3
8.11,5,0.0,74,0,39.5
8.21,7,0.0,43,0,42.7
7.85,5,1.2,70,0,37.1
7.86,8,2.4,165,1,47.6
7.72,7,0.0,152,1,42.0
8.11,7,5.4,100,0,43.4
8.19,8,6.6,170,0,44.1
8.11,9,0.0,144,0,51.0
8.42,6,0.0,116,0,42.0
8.0,4,4.0,48,1,31.3
8.17,5,0.0,152,0,45.9
7.73,7,0.0,105,1,44.7
7.9,7,0.0,94,1,43.8
8.17,3,5.5,91,0,38.7
8.21,2,2.2,32,1,19.7
7.93,7,0.0,153,0,48.3
7.98,4,3.2,65,0,34.9
7.62,5,0.0,126,0,37.2
7.91,7,0.0,34,0,43.9
8.22,6,0.0,139,1,46.0
8.14,2,6.6,104,0,41.5
8.13,3,0.0,140,1,33.6
8.01,3,0.0,53,1,32.4
8.0,4,0.0,88,0,33.1
7.83,6,0.0,58,0,34.6
8.17,6,0.0,142,0,46.1
8.11,3,0.0,57,0,34.6
8.12,2,9.9,138,1,32.4
7.87,3,0.0,63,1,30.0
7.46,10,0.0,175,1,49.8
8.27,5,0.0,111,1,39.7
7.88,8,0.0,61,0,46.0
7.78,8,0.0,41,0,42.2
8.17,6,2.9,98,1,37.8
7.9,7,0.0,169,0,45.6
8.26,3,5.8,65,0,40.1
8.15,7,2.2,158,0,49.6
8.17,4,0.0,111,0,42.3
7.66,8,0.0,160,1,43.7
8.3,2,0.0,167,1,28.8
8.07,7,0.0,180,0,49.2
7.91,2,0.0,48,1,27.9
8.04,8,0.0,159,1,40.6
7.56,4,0.0,48,0,36.0
8.1,7,6.8,96,0,51.8
7.74,5,0.0,142,1,37.8
7.66,5,0.0,116,0,42.9
7.62,6,0.0,132,0,39.8
8.28,9,0.0,177,0,48.6
7.84,1,0.0,161,0,34.2
8.38,9,4.9,103,0,50.7
7.87,6,6.9,136,0,49.7
7.57,8,0.0,43,0,43.3
7.72,5,0.0,116,0,42.4
8.31,5,0.0,137,0,42.8
7.96,8,0.0,150,0,44.3
7.86,5,4.5,170,1,34.5
8.04,6,3.9,91,0,45.7
8.13,1,0.0,170,0,34.3
8.28,3,0.0,143,1,30.5
8.36,6,0.0,50,0,43.0
7.91,7,0.0,106,1,44.5
7.67,6,0.0,120,1,35.9
7.9,3,0.0,102,0,28.6
8.07,5,0.0,59,1,37.9
7.76,5,0.0,130,0,43.1
7.76,5,0.0,62,1,32.1
8.09,8,0.0,172,0,50.3
7.99,7,0.0,167,0,46.4
8.01,2,0.0,120,1,29.7
7.81,8,0.0,48,1,42.3
7.94,5,4.8,130,0,41.1
7.77,7,0.0,135,0,40.6
8.22,3,2.8,169,1,37.1
8.26,7,0.0,48,0,43.3
7.54,4,0.0,147,1,26.4
7.77,5,0.0,131,1,32.8
7.63,1,0.0,71,0,26.4
7.84,3,0.0,60,1,31.6
7.98,2,4.1,147,1,28.7
7.64,4,0.0,100,0,34.9
7.77,2,0.0,180,0,40.0
7.75,7,0.0,170,0,45.1
8.05,1,0.0,132,0,31.7
8.02,6,4.3,141,1,41.9
7.82,3,6.9,68,0,40.3
8.04,9,0.0,170,0,50.1
7.86,9,0.0,117,0,47.3
7.93,3,0.0,126,0,35.7
8.42,6,5.2,167,0,51.4
8.34,1,0.0,31,1,27.2
7.68,9,2.3,122,1,46.2
8.21,6,0.0,139,0,46.4
8.2,1,16.3,68,1,35.0
7.71,4,0.0,48,1,21.9
8.2,2,0.0,128,0,35.1
8.38,5,0.0,129,0,42.1
7.72,7,6.7,98,0,44.8
7.77,5,0.7,168,0,40.1
8.25,5,6.0,94,1,43.8
8.07,2,2.3,125,1,33.1
8.14,4,0.0,73,0,40.8
8.09,2,4.3,33,0,34.0
8.1,8,2.8,113,0,47.5
7.67,3,0.0,127,0,36.7
8.26,6,0.0,155,1,41.6
8.29,4,0.0,116,1,36.3
7.94,3,0.0,90,0,33.5
7.99,6,2.0,136,0,41.7
7.62,5,0.0,106,1,33.6
8.13,5,0.0,82,0,40.3
8.14,6,0.0,171,1,42.6
7.98,5,0.0,128,0,31.9
8.28,4,0.0,76,0,34.6
7.92,6,1.5,145,1,35.5
8.14,7,0.0,160,0,44.1
7.75,1,7.3,155,0,33.8
7.99,5,0.0,136,0,40.5
7.96,2,1.0,126,0,34.2
8.06,3,0.0,157,1,39.9
7.91,6,0.0,149,0,43.6
7.97,8,0.0,132,1,45.4
8.21,8,2.5,143,0,44.6
7.89,2,0.0,70,1,27.2
7.6,5,0.0,35,0,32.8
8.44,6,8.2,173,0,51.2
8.35,3,0.0,174,0,37.9
7.68,7,0.0,158,0,43.3
8.17,7,0.0,105,0,46.8
7.87,9,0.0,66,0,45.6
8.07,1,0.0,102,1,31.4
8.07,3,0.0,151,1,37.3
7.94,8,6.8,99,0,47.6
7.8,7,0.0,159,0,48.0
7.83,8,0.0,145,1,43.9
7.77,2,0.0,140,1,28.8
7.79,6,0.0,173,1,41.0
7.98,6,0.0,170,1,35.5
7.82,1,3.8,149,0,31.9
8.17,6,1.8,76,0,43.2
8.37,6,1.7,174,1,41.5
7.85,3,0.0,81,1,33.9
8.06,4,9.2,105,0,41.4
8.12,6,2.1,162,0,45.0
8.12,5,0.0,77,1,35.2
8.02,8,0.0,141,1,39.3
8.19,4,0.0,117,0,39.0
8.12,4,0.0,139,0,39.2
7.69,10,3.7,176,1,44.9
8.22,9,0.0,160,0,42.7
8.22,1,0.0,93,1,26.2
7.81,7,0.0,45,0,45.0
8.01,2,0.0,177,1,39.9
8.17,1,0.0,134,0,26.2
7.95,4,2.7,71,1,39.3
8.27,4,0.0,139,0,42.1
8.59,8,5.3,41,0,46.7
7.8,7,0.0,74,0,47.8
7.65,10,0.0,140,1,48.7
8.08,7,0.0,109,0,43.2
8.18,5,5.9,97,1,34.6
7.94,7,0.0,143,0,44.8
8.36,10,0.0,167,1,50.0
7.67,7,0.0,146,0,50.7
8.17,7,1.4,118,1,39.4
7.85,9,0.0,143,1,43.1
8.43,2,0.0,148,0,33.4
8.5,7,0.0,157,0,54.3
7.81,8,0.0,94,1,38.5
7.86,9,7.0,59,0,54.3
8.21,3,1.4,146,1,29.7
7.9,6,0.0,60,0,41.0
7.99,7,3.4,118,1,43.2
8.01,4,8.9,81,1,36.5
7.52,6,0.0,99,1,39.1
8.0,4,5.7,119,1,35.4
7.83,4,0.0,170,0,33.6
7.88,5,0.0,146,0,39.1
8.36,6,0.0,70,0,38.4
7.69,5,0.0,168,0,41.0
8.2,5,0.0,123,0,39.3
7.93,4,8.0,77,0,45.4
7.93,3,6.6,127,1,35.2
8.2,1,8.0,74,0,35.5
8.09,3,0.0,104,0,31.5
8.14,6,3.7,160,1,41.3
8.24,7,0.0,143,1,39.6
7.92,3,0.0,120,0,38.6
7.85,2,0.0,81,0,29.2
7.73,7,0.0,90,0,40.5
7.79,4,0.0,178,0,39.5
8.7,9,0.0,100,1,44.4
8.31,7,2.0,138,1,47.7
7.66,4,1.9,123,1,40.7
7.67,4,5.8,36,1,31.8
8.12,6,0.0,175,1,43.3
8.14,2,1.5,53,0,29.7
8.14,2,1.5,143,0,33.9
7.94,3,0.0,161,0,38.4
7.97,7,5.8,154,1,45.8
8.08,6,0.0,160,1,40.7
8.02,1,0.0,153,0,35.1
7.45,7,0.0,115,1,42.7
7.94,5,0.0,170,0,41.1
7.79,6,2.7,172,0,42.6
8.04,3,0.0,114,1,32.1
8.7,6,0.0,121,1,37.6
8.09,10,2.6,121,0,54.8
7.92,2,2.2,90,0,32.7
8.23,4,0.0,59,0,32.8
8.12,4,0.0,87,0,40.7
8.11,4,0.0,164,0,39.0
8.15,5,0.0,129,0,38.0
8.51,8,0.0,165,0,52.3
7.72,9,0.0,153,0,52.5
8.12,3,1.1,101,0,29.9
7.77,6,4.1,73,1,42.6
8.14,6,0.0,132,1,40.0
7.77,6,0.0,174,0,45.8
7.9,5,0.0,164,0,40.5
7.93,3,0.0,155,0,37.2
8.24,5,0.0,155,0,40.3
8.23,5,0.0,127,0,43.4
7.69,8,0.0,70,0,41.9
8.01,7,0.0,91,0,46.2
7.82,3,0.0,133,1,32.7
7.69,2,0.0,96,1,30.8
7.95,9,0.0,157,1,43.4
7.92,6,0.0,105,1,39.4
8.61,8,0.0,58,1,44.5
8.11,2,0.0,157,1,36.9
7.66,6,0.0,148,1,40.9
7.86,6,0.0,85,0,38.6
8.26,8,0.0,179,1,43.7
8.52,2,1.4,109,0,37.1
7.6,4,0.0,146,0,35.6
7.53,5,0.0,171,0,38.4
8.47,8,4.8,67,0,46.1
8.1,9,3.1,168,1,49.3
7.78,10,0.0,148,1,48.5
8.13,9,1.3,70,1,44.0
7.34,1,0.0,144,0,35.0
8.0,1,8.1,168,1,35.8
8.08,3,0.0,159,1,38.8
8.23,4,5.2,155,0,42.5
7.75,8,5.7,68,1,42.2
8.02,8,0.0,74,0,41.9
7.77,3,1.5,129,0,35.4
8.06,6,0.0,133,0,44.6
7.78,9,0.0,175,1,45.6
7.9,5,0.0,119,0,41.9
7.75,2,3.2,94,1,34.7
8.16,5,0.0,74,1,33.2
8.21,5,0.0,44,0,34.5
7.94,6,0.0,48,1,39.3
8.01,5,0.0,133,0,40.8
7.64,1,0.0,71,0,29.4
7.93,10,5.5,165,1,54.2
7.99,6,2.2,135,0,39.0
8.66,5,0.0,166,0,44.0
7.72,9,0.0,113,1,45.0
8.37,3,0.0,135,1,35.0
8.25,3,0.0,126,0,33.1
8.07,8,0.0,179,1,45.4
8.44,4,0.0,159,1,35.2
8.09,8,0.0,135,1,47.0
8.1,4,0.0,137,1,34.9
7.99,1,4.9,85,0,30.9
8.31,6,3.2,152,0,42.5
8.27,3,0.0,179,0,40.3
7.84,7,0.0,62,1,41.8
7.67,6,0.0,141,1,44.4
7.95,9,6.4,125,1,48.3
7.8,7,0.0,165,0,41.8
7.98,3,9.5,30,1,34.8
8.31,8,0.0,63,1,40.2
7.89,6,0.0,40,0,37.2
7.99,7,0.0,69,1,40.9
8.01,8,0.0,149,1,47.4
8.21,6,0.0,64,1,38.9
7.44,5,0.0,139,0,39.1
7.85,6,3.8,167,0,47.6
8.05,4,0.0,39,1,31.4
8.3,3,0.0,37,1,34.8
7.88,6,0.0,179,0,52.3
7.53,4,0.0,145,0,35.1
8.15,2,0.0,64,1,32.3
7.84,1,0.0,94,0,33.3
7.7,6,0.0,179,1,41.4
7.84,5,0.0,81,0,41.9
7.95,7,0.0,154,0,46.0
7.85,5,0.0,83,0,40.1
7.45,5,3.7,109,0,40.4
8.22,5,0.0,168,1,39.0
8.32,7,2.2,38,0,45.6
8.16,5,0.0,95,0,40.5
7.72,9,0.0,121,1,41.6
7.95,9,0.0,139,0,50.4
8.0,8,0.0,38,1,40.0
8.15,9,0.0,110,0,46.8
8.17,5,0.0,100,0,42.3
7.82,6,0.0,37,0,36.1
8.02,7,0.0,102,0,42.7
8.11,7,3.5,174,1,41.8
8.36,8,4.0,89,0,47.4
8.18,7,0.0,134,0,52.0
8.2,10,0.0,93,0,48.0
8.02,4,0.0,57,1,32.1
8.35,8,0.0,92,0,50.4
8.1,7,2.1,119,1,43.8
7.78,7,0.0,93,0,42.2
8.35,4,0.0,139,0,36.8
8.17,7,0.0,175,1,45.1
7.89,9,2.4,48,0,46.4
7.88,3,0.0,150,1,39.3
8.07,6,0.0,30,0,38.4
8.12,5,0.0,30,0,42.3
8.05,10,0.0,63,0,51.6
8.08,5,0.0,120,0,42.4
8.42,3,4.7,43,0,36.3
8.27,5,0.0,151,1,36.8
8.05,7,4.7,38,1,40.7
8.24,2,0.0,122,0,36.8
7.74,6,0.0,145,0,43.5
8.1,9,5.4,83,1,42.2
8.45,8,0.0,133,0,43.8
7.95,2,8.7,87,1,33.7
7.79,10,5.4,78,1,50.7
7.84,7,0.0,161,1,41.1
7.73,3,1.4,99,0,33.2
7.8,1,2.4,161,0,30.0
7.91,3,0.0,79,1,33.5
7.65,8,0.0,102,0,45.1
8.0,1,0.0,56,1,30.9
8.23,4,0.0,122,0,34.1
7.77,7,0.0,106,0,45.1
8.38,6,0.0,31,1,38.7
8.13,7,0.0,118,0,46.8
8.26,7,0.0,49,0,45.0
7.84,2,0.0,163,1,29.4
8.21,8,0.0,122,0,46.2
7.73,3,0.0,147,0,35.8
8.22,6,2.3,162,0,42.0
8.04,6,0.0,44,1,39.7
8.14,3,0.0,99,0,27.5
7.71,10,0.0,37,0,43.9
7.78,5,0.0,43,0,31.7
8.15,2,0.0,40,1,31.3
7.76,9,1.5,120,1,46.3
8.12,6,0.0,116,1,37.4
7.66,7,0.4,46,1,38.5
8.21,6,0.0,87,1,39.1
7.69,8,0.0,84,1,37.6
8.14,1,0.5,93,0,31.1
8.16,4,2.3,141,0,44.0
7.83,5,0.0,148,1,41.7
8.15,2,1.1,100,1,33.0
8.07,7,0.0,158,1,43.1
7.87,5,6.7,111,0,45.8
7.75,4,0.0,126,1,36.1
7.51,1,3.2,65,1,23.5
8.09,7,0.0,82,1,37.3
7.61,8,0.0,151,1,45.1
8.02,5,0.0,178,1,36.4
7.93,6,0.0,149,0,39.4
8.17,3,0.0,44,0,37.2
7.92,6,0.0,65,1,37.1
7.92,1,0.0,115,0,30.3
8.18,5,1.5,152,1,35.3
8.08,6,0.0,69,0,39.1
8.08,9,1.5,154,1,46.5
8.12,5,0.0,130,1,34.5
7.62,7,0.0,157,1,37.5
8.19,6,0.0,131,0,47.8
8.15,9,0.0,136,0,53.5
7.75,5,0.0,85,1,34.6
7.94,4,0.0,150,0,34.2
7.99,8,0.0,164,1,39.3
7.97,1,0.0,167,1,27.8
8.08,3,0.0,38,1,23.2
8.36,2,0.2,139,0,33.2
8.27,8,2.8,179,0,44.3
7.67,1,1.3,134,1,27.9
8.16,8,0.7,70,0,46.1
8.33,5,0.0,168,1,38.3
8.1,1,0.0,87,0,36.6
8.27,5,2.4,42,0,38.8
8.5,3,0.0,113,0,41.4
8.26,6,3.7,55,0,43.6
8.06,7,0.0,59,1,45.4
8.26,5,0.0,118,0,34.9
8.04,1,0.0,137,0,28.2
8.01,7,3.7,171,0,46.9
7.91,8,8.9,149,1,54.0
8.39,7,3.1,164,1,44.4
7.8,8,0.0,111,0,43.4
8.38,3,0.0,96,0,37.3
8.12,8,0.0,135,1,46.7
7.65,4,4.4,148,0,37.7
8.09,1,0.0,132,0,29.3
7.47,8,0.0,87,0,49.0
8.16,9,0.0,104,0,52.1
8.22,7,0.0,116,1,46.0
7.85,4,0.0,34,0,37.3
8.03,4,0.0,168,0,36.4
8.49,5,0.0,124,0,40.8
7.87,8,0.8,154,0,44.2
7.74,3,0.0,70,1,33.0
8.37,8,0.0,130,0,45.8
8.49,4,0.0,173,1,32.1
8.0,8,8.0,79,1,47.1
8.25,9,0.0,101,1,48.8
8.34,5,0.0,107,0,35.9
7.81,5,0.0,106,0,38.3
7.88,8,0.0,136,1,41.7
8.31,6,4.6,108,0,47.9
8.42,7,2.9,145,1,38.4
8.14,6,0.0,121,0,45.6
7.78,3,0.0,68,0,31.0
8.5,8,0.0,175,1,45.6
7.87,3,0.0,83,1,33.3
7.92,9,5.9,131,1,53.5
8.09,4,0.0,46,1,32.6
8.39,7,0.0,172,0,44.4
8.21,4,5.4,173,1,38.2
8.1,4,0.0,104,0,40.7
8.12,4,0.0,60,0,33.2
8.01,7,0.0,156,0,46.1
8.14,6,0.0,87,1,38.2
7.37,8,2.3,148,0,49.1
7.93,4,0.0,172,0,38.9
8.06,7,0.0,135,0,43.3
7.71,7,0.0,166,1,40.1
8.1,3,0.0,80,1,29.7
7.95,5,5.8,171,1,37.3
8.44,5,0.0,81,1,38.0
8.39,5,10.1,81,1,43.1
7.88,4,5.5,168,0,37.4
7.96,7,2.4,130,1,41.4
7.98,3,3.2,159,1,34.4
7.89,7,0.0,160,0,43.2
8.05,9,2.4,142,0,50.3
7.81,6,0.0,74,1,36.6
7.72,6,0.0,147,0,44.6
8.16,2,0.0,47,1,28.2
8.16,8,0.0,76,0,47.1
7.8,4,0.0,141,1,30.4
8.22,6,0.0,171,1,37.7
7.84,10,0.0,156,1,44.2
8.06,6,0.0,99,0,40.1
8.21,7,0.0,162,1,43.0
7.99,5,3.6,177,1,45.4
8.11,2,0.0,98,0,30.1
7.87,8,0.0,73,0,47.0
7.95,1,0.0,75,0,26.8
7.95,7,0.0,109,1,40.6
7.81,1,0.0,44,0,27.6
7.96,8,0.0,121,0,43.4
7.61,3,0.0,152,1,29.6
7.88,6,0.0,127,1,43.5
7.93,6,0.0,177,0,41.7
7.94,5,5.3,118,1,42.6
7.94,4,0.0,33,1,33.7
7.98,5,3.5,119,0,39.8
8.12,4,1.0,173,1,36.9
8.22,5,0.0,54,1,35.5
7.84,5,7.8,80,0,44.1
7.7,6,6.1,150,1,41.4
7.74,4,0.0,92,1,28.4
7.88,10,0.0,156,1,46.3
7.91,6,0.0,112,0,44.8
7.81,3,0.0,159,0,35.8
7.68,5,0.0,130,0,37.8
7.89,8,2.0,51,0,40.6
8.05,1,4.3,107,1,33.8
8.15,7,0.0,99,1,40.1
7.86,6,5.4,161,0,49.2
7.9,3,2.0,139,1,35.8
7.77,8,0.0,157,0,49.1
7.99,5,0.0,105,0,44.1
7.79,4,0.0,147,0,38.0
8.14,8,6.5,47,0,47.9
7.55,6,5.9,40,0,46.5
7.91,8,0.0,91,0,47.6
8.08,6,0.0,156,1,38.0
8.05,7,2.4,127,0,48.9
8.67,8,8.6,110,0,57.3
8.09,2,0.0,170,1,24.8
7.75,7,0.0,123,0,39.7
7.98,6,2.6,138,1,38.4
7.56,2,0.0,179,0,35.8
7.98,6,0.0,126,0,44.3
7.79,2,3.7,158,0,37.4
8.23,7,0.0,111,1,43.9
7.86,6,2.3,40,1,34.1
7.97,9,0.0,163,0,46.0
7.84,3,0.0,175,0,40.2
8.43,6,0.0,114,1,40.0
7.92,3,0.0,123,0,38.7
8.46,6,0.0,112,0,40.6
8.2,7,0.0,180,0,43.1
8.12,7,0.0,171,0,42.0
8.09,8,2.8,41,0,48.1
8.1,8,0.0,157,1,48.0
7.52,2,0.0,136,0,33.9
7.93,4,0.0,37,1,30.3
8.21,7,0.0,115,1,43.3
7.99,5,0.0,66,1,36.8
7.65,3,0.0,167,0,29.7
7.99,6,2.0,33,1,36.3
8.43,5,0.0,167,1,39.9
8.31,5,0.0,174,1,42.3
7.98,8,0.0,49,1,40.8
8.24,5,0.0,150,1,38.5
7.91,1,0.0,129,1,27.6
7.57,2,4.1,176,0,36.9
7.77,8,0.0,159,0,42.7
8.39,9,0.0,147,1,45.4
7.93,7,0.0,173,0,38.7
7.94,5,2.3,68,0,37.9
7.93,9,0.0,105,1,46.3
8.48,7,0.0,164,1,41.1
8.41,8,0.0,56,0,44.6
8.55,7,2.0,174,1,46.4
7.96,5,0.0,153,1,45.7
8.07,5,0.0,115,0,39.4
7.62,3,2.0,100,0,37.0
8.37,4,0.0,66,1,33.1
7.71,7,0.0,54,0,42.4
8.05,8,0.0,112,1,43.0
7.73,7,4.7,164,0,46.2
7.85,5,0.0,127,1,35.8
7.79,2,0.0,116,0,36.1
7.85,2,3.3,96,0,34.8
7.87,5,0.0,68,1,31.1
7.86,5,0.0,180,0,39.8
8.21,6,7.3,37,1,38.5
7.72,1,0.0,95,1,29.1
8.06,10,0.0,156,1,46.6
8.3,5,0.0,126,1,40.1
7.87,8,0.0,96,0,48.1
7.82,6,2.0,180,1,41.8
7.94,3,0.0,138,0,37.2
8.29,8,0.0,93,0,44.6
8.05,7,6.3,165,0,51.8
7.87,6,0.0,66,0,36.1
8.12,6,0.0,118,0,40.7
7.72,2,0.0,164,0,32.7
8.17,7,0.0,179,0,49.2
8.1,9,0.0,106,0,53.3
7.92,2,0.0,64,0,29.8
7.79,4,0.0,132,0,36.9
7.78,9,0.0,175,1,43.0
8.13,4,0.0,144,0,38.2
8.31,7,0.0,136,1,45.6
7.84,6,0.0,95,0,35.3
8.11,6,0.0,137,0,42.6
7.48,5,0.0,169,1,38.9
7.85,4,0.0,105,0,36.7
7.99,1,0.0,84,1,26.1
7.77,7,0.0,120,1,43.1
7.77,7,0.0,105,1,37.5
7.83,7,0.0,119,0,41.2
8.07,6,0.0,54,1,31.5
7.95,4,4.3,99,0,40.2
7.44,1,5.9,162,1,31.9
7.47,8,0.0,109,1,39.8
7.85,5,0.0,177,0,38.3
8.11,4,0.0,149,0,38.4
7.31,2,7.3,104,0,35.5
7.88,2,2.5,85,1,26.6
7.87,4,0.0,146,1,29.0
8.35,8,3.6,94,0,43.3
7.9,9,0.0,173,1,42.4
8.1,8,0.0,59,1,38.0
8.04,9,9.3,38,1,48.4
7.47,9,0.0,80,0,46.1
8.19,6,2.6,137,0,43.8
8.05,3,0.0,163,1,34.7
8.13,8,0.0,70,0,46.2
8.7,3,0.0,134,0,38.4
7.48,4,0.0,65,1,31.7
8.43,4,0.0,131,1,32.6
7.93,6,0.0,35,1,32.1
8.07,4,0.0,131,0,36.2
7.99,3,0.0,126,1,35.8
7.89,5,7.2,42,0,48.3
7.86,8,0.0,147,0,48.3
8.08,6,0.0,132,1,40.4
7.62,8,0.0,139,0,49.0
8.19,3,0.0,127,1,37.4
7.9,3,0.0,151,0,33.1
7.72,6,0.0,126,0,50.0
7.89,5,0.0,173,1,42.7
8.31,7,0.0,175,1,39.3
7.87,8,0.0,151,0,43.8
8.09,7,5.0,171,1,54.2
7.82,9,0.0,173,0,52.7
8.19,5,1.5,87,0,38.2
8.17,3,0.0,180,1,34.7
8.46,6,0.0,88,1,41.3
7.96,2,0.0,35,1,30.0
8.17,4,3.2,177,0,45.6
8.02,3,0.0,80,0,34.8
8.32,5,0.0,134,0,41.7
7.82,2,0.0,178,1,30.2
8.19,1,0.0,43,0,26.2
7.95,7,3.4,88,0,42.0
7.98,6,3.4,137,0,43.9
8.02,7,4.9,155,1,46.1
8.06,7,0.0,160,1,38.0
7.97,2,7.8,169,0,45.2
8.05,4,0.0,70,1,30.9
8.39,2,0.0,104,1,27.9
8.25,8,11.2,150,1,51.4
8.22,7,0.0,150,1,35.3
7.89,3,0.0,95,0,35.3
7.78,4,0.0,94,1,30.1
8.24,9,0.0,97,0,42.5
8.22,6,0.0,169,1,41.3
